1,33,11.99,2022-11-03T19:43:29Z,Date.now(),Date.now()
2,40,11.99,2022-11-05T10:10:50Z,Date.now(),Date.now()
3,24,11.99,2022-11-01T09:47:19Z,Date.now(),Date.now()
4,9,11.99,2022-11-05T05:48:32Z,Date.now(),Date.now()
5,11,11.99,2022-11-03T17:45:28Z,Date.now(),Date.now()
6,37,11.99,2022-11-02T03:02:00Z,Date.now(),Date.now()
7,1,11.99,2022-11-05T01:24:27Z,Date.now(),Date.now()
8,9,11.99,2022-11-01T07:03:47Z,Date.now(),Date.now()
9,5,11.99,2022-11-02T03:34:38Z,Date.now(),Date.now()
10,24,11.99,2022-11-05T05:48:32Z,Date.now(),Date.now()
11,11,11.99,2022-11-01T20:47:33Z,Date.now(),Date.now()
12,17,11.99,2022-11-02T13:37:14Z,Date.now(),Date.now()
13,5,11.99,2022-11-04T02:46:29Z,Date.now(),Date.now()
14,28,11.99,2022-11-01T12:19:28Z,Date.now(),Date.now()
15,30,11.99,2022-11-03T04:03:49Z,Date.now(),Date.now()
16,38,11.99,2022-11-02T16:49:07Z,Date.now(),Date.now()
17,15,11.99,2022-11-01T12:52:31Z,Date.now(),Date.now()
18,9,11.99,2022-11-01T19:53:04Z,Date.now(),Date.now()
19,3,11.99,2022-11-04T07:42:03Z,Date.now(),Date.now()
20,36,11.99,2022-11-02T11:26:51Z,Date.now(),Date.now()
21,40,11.99,2022-11-05T23:15:47Z,Date.now(),Date.now()
22,46,11.99,2022-11-01T09:39:14Z,Date.now(),Date.now()
23,27,11.99,2022-11-01T04:19:29Z,Date.now(),Date.now()
24,5,11.99,2022-11-05T02:50:13Z,Date.now(),Date.now()
25,36,11.99,2022-11-05T18:17:17Z,Date.now(),Date.now()
26,24,11.99,2022-11-02T10:26:29Z,Date.now(),Date.now()
27,43,11.99,2022-11-04T17:50:44Z,Date.now(),Date.now()
28,29,11.99,2022-11-03T21:01:42Z,Date.now(),Date.now()
29,23,11.99,2022-11-01T12:55:21Z,Date.now(),Date.now()
30,7,11.99,2022-11-02T15:06:54Z,Date.now(),Date.now()
31,24,11.99,2022-11-01T05:05:32Z,Date.now(),Date.now()
32,25,11.99,2022-11-05T14:11:52Z,Date.now(),Date.now()
33,46,11.99,2022-11-01T14:02:30Z,Date.now(),Date.now()
34,36,11.99,2022-11-04T01:24:54Z,Date.now(),Date.now()
35,1,11.99,2022-11-05T07:08:51Z,Date.now(),Date.now()
36,40,11.99,2022-11-01T02:28:46Z,Date.now(),Date.now()
37,27,11.99,2022-11-02T17:40:03Z,Date.now(),Date.now()
38,20,11.99,2022-11-05T19:03:44Z,Date.now(),Date.now()
39,24,11.99,2022-11-03T03:31:44Z,Date.now(),Date.now()
40,3,11.99,2022-11-04T18:55:33Z,Date.now(),Date.now()
41,6,11.99,2022-11-01T22:17:01Z,Date.now(),Date.now()
42,47,11.99,2022-11-01T07:59:04Z,Date.now(),Date.now()
43,10,11.99,2022-11-05T22:46:53Z,Date.now(),Date.now()
44,21,11.99,2022-11-01T12:52:50Z,Date.now(),Date.now()
45,47,11.99,2022-11-05T12:28:13Z,Date.now(),Date.now()
46,49,11.99,2022-11-03T19:58:50Z,Date.now(),Date.now()
47,14,11.99,2022-11-03T06:07:03Z,Date.now(),Date.now()
48,3,11.99,2022-11-04T21:44:53Z,Date.now(),Date.now()
49,36,11.99,2022-11-04T04:05:45Z,Date.now(),Date.now()
50,46,11.99,2022-11-01T06:32:26Z,Date.now(),Date.now()
51,26,11.99,2022-11-03T19:58:44Z,Date.now(),Date.now()
52,42,11.99,2022-11-05T06:33:55Z,Date.now(),Date.now()
53,11,11.99,2022-11-01T21:07:10Z,Date.now(),Date.now()
54,41,11.99,2022-11-05T02:48:57Z,Date.now(),Date.now()
55,6,11.99,2022-11-01T16:59:57Z,Date.now(),Date.now()
56,13,11.99,2022-11-05T05:12:35Z,Date.now(),Date.now()
57,42,11.99,2022-11-02T19:57:50Z,Date.now(),Date.now()
58,4,11.99,2022-11-01T12:12:27Z,Date.now(),Date.now()
59,47,11.99,2022-11-01T17:23:06Z,Date.now(),Date.now()
60,25,11.99,2022-11-04T22:14:24Z,Date.now(),Date.now()
61,27,11.99,2022-11-01T13:18:50Z,Date.now(),Date.now()
62,13,11.99,2022-11-04T21:27:05Z,Date.now(),Date.now()
63,9,11.99,2022-11-03T15:47:18Z,Date.now(),Date.now()
64,39,11.99,2022-11-05T08:15:46Z,Date.now(),Date.now()
65,5,11.99,2022-11-02T21:33:27Z,Date.now(),Date.now()
66,3,11.99,2022-11-05T03:31:34Z,Date.now(),Date.now()
67,17,11.99,2022-11-03T17:03:04Z,Date.now(),Date.now()
68,33,11.99,2022-11-05T10:06:15Z,Date.now(),Date.now()
69,16,11.99,2022-11-03T19:57:07Z,Date.now(),Date.now()
70,27,11.99,2022-11-04T19:58:01Z,Date.now(),Date.now()
71,35,11.99,2022-11-04T05:03:08Z,Date.now(),Date.now()
72,21,11.99,2022-11-01T05:16:58Z,Date.now(),Date.now()
73,21,11.99,2022-11-04T01:10:46Z,Date.now(),Date.now()
74,23,11.99,2022-11-05T10:23:53Z,Date.now(),Date.now()
75,40,11.99,2022-11-05T14:06:54Z,Date.now(),Date.now()
76,39,11.99,2022-11-04T06:38:55Z,Date.now(),Date.now()
77,40,11.99,2022-11-05T06:58:53Z,Date.now(),Date.now()
78,6,11.99,2022-11-03T19:12:41Z,Date.now(),Date.now()
79,18,11.99,2022-11-04T12:11:38Z,Date.now(),Date.now()
80,16,11.99,2022-11-02T10:31:24Z,Date.now(),Date.now()
81,41,11.99,2022-11-05T18:56:37Z,Date.now(),Date.now()
82,35,11.99,2022-11-04T22:19:25Z,Date.now(),Date.now()
83,32,11.99,2022-11-05T22:50:41Z,Date.now(),Date.now()
84,12,11.99,2022-11-05T13:58:27Z,Date.now(),Date.now()
85,2,11.99,2022-11-03T00:17:58Z,Date.now(),Date.now()
86,19,11.99,2022-11-05T06:31:08Z,Date.now(),Date.now()
87,14,11.99,2022-11-03T18:57:22Z,Date.now(),Date.now()
88,16,11.99,2022-11-05T05:33:24Z,Date.now(),Date.now()
89,25,11.99,2022-11-02T14:21:58Z,Date.now(),Date.now()
90,34,11.99,2022-11-01T00:42:48Z,Date.now(),Date.now()
91,39,11.99,2022-11-04T02:08:58Z,Date.now(),Date.now()
92,13,11.99,2022-11-02T12:20:38Z,Date.now(),Date.now()
93,40,11.99,2022-11-03T05:34:58Z,Date.now(),Date.now()
94,44,11.99,2022-11-04T13:25:41Z,Date.now(),Date.now()
95,20,11.99,2022-11-02T19:45:14Z,Date.now(),Date.now()
96,50,11.99,2022-11-02T21:08:21Z,Date.now(),Date.now()
97,23,11.99,2022-11-05T02:36:43Z,Date.now(),Date.now()
98,48,11.99,2022-11-05T23:36:06Z,Date.now(),Date.now()
99,13,11.99,2022-11-01T18:47:10Z,Date.now(),Date.now()
100,45,11.99,2022-11-05T17:38:58Z,Date.now(),Date.now()
